Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate,query_list
MSFT,MICROSOFT CORP,Equity,8.85,60.47,"1,440,467.00","87,105,039.49","87,105,039.49",Information Technology,"2,588,173.00",US5949181045,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_MSFT
AAPL,APPLE INC,Equity,8.84,111.06,"783,984.00","87,069,263.04","87,069,263.04",Information Technology,"2,046,251.00",US0378331005,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_AAPL
AMZN,AMAZON COM INC,Equity,6.45,787.75,"80,654.00","63,535,188.50","63,535,188.50",Consumer Discretionary,"2,000,019.00",US0231351067,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_AMZN
FB,FACEBOOK CLASS A INC,Equity,6.01,124.22,"476,145.00","59,146,731.90","59,146,731.90",Information Technology,B7TL820,US30303M1027,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_FB
GOOGL,ALPHABET INC CLASS A,Equity,4.32,811.98,"52,363.00","42,517,708.74","42,517,708.74",Information Technology,BYVY8G0,US02079K3059,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_GOOGL
GOOG,ALPHABET INC CLASS C,Equity,4.21,790.51,"52,480.00","41,485,964.80","41,485,964.80",Information Technology,BYY88Y7,US02079K1079,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_GOOG
INTC,INTEL CORPORATION CORP,Equity,3.42,34.74,"969,740.00","33,688,767.60","33,688,767.60",Information Technology,"2,463,247.00",US4581401001,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_INTC
V,VISA INC CLASS A,Equity,3.25,82.88,"386,674.00","32,047,541.12","32,047,541.12",Information Technology,B2PZN04,US92826C8394,NYSE,United States,USD,USD,1,GOOG/NYSE_V
CSCO,CISCO SYSTEMS INC,Equity,3.25,31,"1,030,970.00","31,960,070.00","31,960,070.00",Information Technology,"2,198,163.00",US17275R1023,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CSCO
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,2.81,155.17,"178,293.00","27,665,724.81","27,665,724.81",Information Technology,"2,005,973.00",US4592001014,NYSE,United States,USD,USD,1,GOOG/NYSE_IBM
ORCL,ORACLE CORP,Equity,2.45,39.13,"616,900.00","24,139,297.00","24,139,297.00",Information Technology,"2,661,568.00",US68389X1054,NYSE,United States,USD,USD,1,GOOG/NYSE_ORCL
MA,MASTERCARD INC CLASS A,Equity,2.11,105.7,"196,561.00","20,776,497.70","20,776,497.70",Information Technology,B121557,US57636Q1040,NYSE,United States,USD,USD,1,GOOG/NYSE_MA
QCOM,QUALCOMM INC,Equity,2.09,68.27,"302,067.00","20,622,114.09","20,622,114.09",Information Technology,"2,714,923.00",US7475251036,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_QCOM
PCLN,PRICELINE GROUP INC/THE,Equity,1.63,"1,578.13","10,176.00","16,059,050.88","16,059,050.88",Consumer Discretionary,"2,779,063.00",US7415034039,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_PCLN
ACN,ACCENTURE PLC,Equity,1.55,119.81,"127,610.00","15,288,954.10","15,288,954.10",Information Technology,B4BNMY3,IE00B4BNMY34,NYSE,United States,USD,USD,1,GOOG/NYSE_ACN
TXN,TEXAS INSTRUMENTS INCORPORATED,Equity,1.46,69.83,"205,641.00","14,359,911.03","14,359,911.03",Information Technology,"2,885,409.00",US8825081040,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_TXN
AVGO,BROADCOM LTD,Equity,1.46,177,"81,075.00","14,350,275.00","14,350,275.00",Information Technology,BD9WQP4,SG9999014823,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_AVGO
ADBE,ADOBE SYSTEM INC,Equity,1.12,108.39,"102,143.00","11,071,279.77","11,071,279.77",Information Technology,"2,008,154.00",US00724F1012,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ADBE
NFLX,NETFLIX INC,Equity,1.11,124.34,"87,884.00","10,927,496.56","10,927,496.56",Consumer Discretionary,"2,857,817.00",US64110L1061,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_NFLX
CRM,SALESFORCE.COM INC,Equity,1.03,76.55,"131,992.00","10,103,987.60","10,103,987.60",Information Technology,"2,310,525.00",US79466L3024,NYSE,United States,USD,USD,1,GOOG/NYSE_CRM
PYPL,PAYPAL HOLDINGS INC,Equity,0.97,41.58,"230,087.00","9,567,017.46","9,567,017.46",Information Technology,BYW36M8,US70450Y1038,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_PYPL
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.87,91.15,"93,513.00","8,523,709.95","8,523,709.95",Information Technology,"2,065,308.00",US0530151036,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ADP
HPE,HEWLETT PACKARD ENTERPRISE,Equity,0.8,23.24,"340,640.00","7,916,473.60","7,916,473.60",Information Technology,BYVYWS0,US42824C1099,NYSE,United States,USD,USD,1,GOOG/NYSE_HPE
NVDA,NVIDIA CORP,Equity,0.79,71.16,"109,672.00","7,804,259.52","7,804,259.52",Information Technology,"2,379,504.00",US67066G1040,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_NVDA
YHOO,YAHOO! INC,Equity,0.75,41.16,"179,502.00","7,388,302.32","7,388,302.32",Information Technology,"2,986,539.00",US9843321061,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_YHOO
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Equity,0.69,54.89,"124,435.00","6,830,237.15","6,830,237.15",Information Technology,"2,257,019.00",US1924461023,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CTSH
AMAT,APPLIED MATERIAL INC,Equity,0.66,29.51,"221,623.00","6,540,094.73","6,540,094.73",Information Technology,"2,046,552.00",US0382221051,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_AMAT
EBAY,EBAY INC,Equity,0.61,28.03,"215,317.00","6,035,335.51","6,035,335.51",Information Technology,"2,293,819.00",US2786421030,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_EBAY
ATVI,ACTIVISION BLIZZARD INC,Equity,0.58,41.01,"139,842.00","5,734,920.42","5,734,920.42",Information Technology,"2,575,818.00",US00507V1098,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ATVI
INTU,INTUIT INC,Equity,0.55,108.35,"50,263.00","5,445,996.05","5,445,996.05",Information Technology,"2,459,020.00",US4612021034,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_INTU
HPQ,HP INC,Equity,0.54,15.28,"350,425.00","5,354,494.00","5,354,494.00",Information Technology,BYX4D52,US40434L1052,NYSE,United States,USD,USD,1,GOOG/NYSE_HPQ
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.52,76.6,"67,206.00","5,147,979.60","5,147,979.60",Information Technology,"2,769,796.00",US31620M1062,NYSE,United States,USD,USD,1,GOOG/NYSE_FIS
EA,ELECTRONIC ARTS INC,Equity,0.51,81.49,"61,693.00","5,027,362.57","5,027,362.57",Information Technology,"2,310,194.00",US2855121099,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_EA
TEL,TE CONNECTIVITY LTD,Equity,0.48,65.35,"72,948.00","4,767,151.80","4,767,151.80",Information Technology,B62B7C3,CH0102993182,NYSE,United States,USD,USD,1,GOOG/NYSE_TEL
LNKD,LINKEDIN CORP CLASS A,Equity,0.47,191.32,"24,443.00","4,676,434.76","4,676,434.76",Information Technology,B3ZVCQ8,US53578A1088,NYSE,United States,USD,USD,1,GOOG/NYSE_LNKD
GLW,CORNING INC,Equity,0.46,23.16,"195,184.00","4,520,461.44","4,520,461.44",Information Technology,"2,224,701.00",US2193501051,NYSE,United States,USD,USD,1,GOOG/NYSE_GLW
FISV,FISERV INC,Equity,0.46,100.17,"45,105.00","4,518,167.85","4,518,167.85",Information Technology,"2,342,034.00",US3377381088,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_FISV
APH,AMPHENOL CORP CLASS A,Equity,0.43,66.81,"63,293.00","4,228,605.33","4,228,605.33",Information Technology,"2,145,084.00",US0320951017,NYSE,United States,USD,USD,1,GOOG/NYSE_APH
ADI,ANALOG DEVICES INC,Equity,0.41,64.85,"62,956.00","4,082,696.60","4,082,696.60",Information Technology,"2,032,067.00",US0326541051,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ADI
MU,MICRON TECHNOLOGY INC,Equity,0.38,17.41,"212,847.00","3,705,666.27","3,705,666.27",Information Technology,"2,588,184.00",US5951121038,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_MU
FLT,FLEETCOR TECHNOLOGIES INC,Equity,0.37,148.79,"24,754.00","3,683,147.66","3,683,147.66",Information Technology,B4R28B3,US3390411052,NYSE,United States,USD,USD,1,GOOG/NYSE_FLT
PAYX,PAYCHEX INC,Equity,0.36,54.19,"65,878.00","3,569,928.82","3,569,928.82",Information Technology,"2,674,458.00",US7043261079,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_PAYX
WDC,WESTERN DIGITAL CORP,Equity,0.34,57.26,"58,371.00","3,342,323.46","3,342,323.46",Information Technology,"2,954,699.00",US9581021055,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_WDC
LRCX,LAM RESEARCH CORP,Equity,0.33,99.12,"32,806.00","3,251,730.72","3,251,730.72",Information Technology,"2,502,247.00",US5128071082,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_LRCX
EXPE,EXPEDIA INC,Equity,0.32,127.01,"24,739.00","3,142,100.39","3,142,100.39",Consumer Discretionary,B748CK2,US30212P3038,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_EXPE
SYMC,SYMANTEC CORP,Equity,0.32,24.71,"126,442.00","3,124,381.82","3,124,381.82",Information Technology,"2,861,078.00",US8715031089,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_SYMC
SWKS,SKYWORKS SOLUTIONS INC,Equity,0.3,77.33,"38,373.00","2,967,384.09","2,967,384.09",Information Technology,"2,961,053.00",US83088M1027,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_SWKS
LLTC,LINEAR TECHNOLOGY CORP,Equity,0.3,59.85,"49,182.00","2,943,542.70","2,943,542.70",Information Technology,"2,516,839.00",US5356781063,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_LLTC
ADSK,AUTODESK INC,Equity,0.3,72.69,"40,039.00","2,910,434.91","2,910,434.91",Information Technology,"2,065,159.00",US0527691069,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ADSK
NOW,SERVICENOW INC,Equity,0.29,85.5,"33,773.00","2,887,591.50","2,887,591.50",Information Technology,B80NXX8,US81762P1021,NYSE,United States,USD,USD,1,GOOG/NYSE_NOW
RHT,RED HAT INC,Equity,0.29,76.67,"37,169.00","2,849,747.23","2,849,747.23",Information Technology,"2,447,218.00",US7565771026,NYSE,United States,USD,USD,1,GOOG/NYSE_RHT
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.29,63.96,"44,202.00","2,827,159.92","2,827,159.92",Information Technology,"2,592,174.00",US5950171042,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_MCHP
PANW,PALO ALTO NETWORKS INC.,Equity,0.29,152.93,"18,378.00","2,810,547.54","2,810,547.54",Information Technology,B87ZMX0,US6974351057,NYSE,United States,USD,USD,1,GOOG/NYSE_PANW
CTXS,CITRIX SYSTEMS INC,Equity,0.28,85.24,"31,898.00","2,718,985.52","2,718,985.52",Information Technology,"2,182,553.00",US1773761002,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CTXS
MSI,MOTOROLA SOLUTIONS INC,Equity,0.27,78.56,"34,248.00","2,690,522.88","2,690,522.88",Information Technology,B5BKPQ4,US6200763075,NYSE,United States,USD,USD,1,GOOG/NYSE_MSI
XLNX,XILINX INC,Equity,0.27,51.7,"51,983.00","2,687,521.10","2,687,521.10",Information Technology,"2,985,677.00",US9839191015,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_XLNX
HRS,HARRIS CORP,Equity,0.25,97.46,"25,420.00","2,477,433.20","2,477,433.20",Information Technology,"2,412,001.00",US4138751056,NYSE,United States,USD,USD,1,GOOG/NYSE_HRS
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.25,201.55,"11,977.00","2,413,964.35","2,413,964.35",Information Technology,"2,762,030.00",US0185811082,NYSE,United States,USD,USD,1,GOOG/NYSE_ADS
KLAC,KLA TENCOR CORP,Equity,0.24,75.53,"31,930.00","2,411,672.90","2,411,672.90",Information Technology,"2,480,138.00",US4824801009,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_KLAC
AKAM,AKAMAI TECHNOLOGIES INC,Equity,0.24,66.37,"35,752.00","2,372,860.24","2,372,860.24",Information Technology,"2,507,457.00",US00971T1016,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_AKAM
MXIM,MAXIM INTEGRATED PRODUCTS INC,Equity,0.23,39.7,"58,242.00","2,312,207.40","2,312,207.40",Information Technology,"2,573,760.00",US57772K1016,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_MXIM
GPN,GLOBAL PAYMENTS INC.,Equity,0.23,72.63,"31,552.00","2,291,621.76","2,291,621.76",Information Technology,"2,712,013.00",US37940X1028,NYSE,United States,USD,USD,1,GOOG/NYSE_GPN
DVMT,DELL TECHNOLOGIES CLASS V INC,Equity,0.23,49.68,"45,605.00","2,265,656.40","2,265,656.40",Information Technology,BDB2RN7,US24703L1035,NYSE,United States,USD,USD,1,GOOG/NYSE_DVMT
TWTR,TWITTER INC,Equity,0.23,18.38,"121,687.00","2,236,607.06","2,236,607.06",Information Technology,BFLR866,US90184L1026,NYSE,United States,USD,USD,1,GOOG/NYSE_TWTR
STX,SEAGATE TECHNOLOGY PLC,Equity,0.21,34.49,"61,145.00","2,108,891.05","2,108,891.05",Information Technology,B58JVZ5,IE00B58JVZ52,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_STX
WDAY,WORKDAY INC CLASS A,Equity,0.21,85.7,"24,344.00","2,086,280.80","2,086,280.80",Information Technology,B8K6ZD1,US98138H1014,NYSE,United States,USD,USD,1,GOOG/NYSE_WDAY
WU,WESTERN UNION,Equity,0.21,20.42,"99,808.00","2,038,079.36","2,038,079.36",Information Technology,B1F76F9,US9598021098,NYSE,United States,USD,USD,1,GOOG/NYSE_WU
CA,CA INC,Equity,0.21,31.56,"64,246.00","2,027,603.76","2,027,603.76",Information Technology,"2,214,832.00",US12673P1057,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CA
JNPR,JUNIPER NETWORKS INC,Equity,0.2,25.49,"78,744.00","2,007,184.56","2,007,184.56",Information Technology,"2,431,846.00",US48203R1041,NYSE,United States,USD,USD,1,GOOG/NYSE_JNPR
VNTV,VANTIV INC CLASS A,Equity,0.19,58.67,"32,026.00","1,878,965.42","1,878,965.42",Information Technology,B6X55Y2,US92210H1059,NYSE,United States,USD,USD,1,GOOG/NYSE_VNTV
FFIV,F5 NETWORKS INC,Equity,0.19,137.77,"13,550.00","1,866,783.50","1,866,783.50",Information Technology,"2,427,599.00",US3156161024,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_FFIV
NTAP,NETAPP INC,Equity,0.19,32.49,"57,049.00","1,853,522.01","1,853,522.01",Information Technology,"2,630,643.00",US64110D1046,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_NTAP
SNPS,SYNOPSYS INC,Equity,0.19,59.22,"31,098.00","1,841,623.56","1,841,623.56",Information Technology,"2,867,719.00",US8716071076,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_SNPS
CDK,CDK GLOBAL INC,Equity,0.18,56.73,"30,735.00","1,743,596.55","1,743,596.55",Information Technology,BQXTWQ5,US12508E1010,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CDK
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.17,49.68,"33,864.00","1,682,363.52","1,682,363.52",Information Technology,"2,897,697.00",US8919061098,NYSE,United States,USD,USD,1,GOOG/NYSE_TSS
CSC,COMPUTER SCIENCES CORP,Equity,0.17,57.66,"28,728.00","1,656,456.48","1,656,456.48",Information Technology,"2,215,200.00",US2053631048,NYSE,United States,USD,USD,1,GOOG/NYSE_CSC
IT,GARTNER INC.,Equity,0.17,97.82,"16,904.00","1,653,549.28","1,653,549.28",Information Technology,"2,372,763.00",US3666511072,NYSE,United States,USD,USD,1,GOOG/NYSE_IT
SPLK,SPLUNK INC,Equity,0.16,59.78,"27,154.00","1,623,266.12","1,623,266.12",Information Technology,B424494,US8486371045,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_SPLK
XRX,XEROX CORP,Equity,0.16,9.28,"174,428.00","1,618,691.84","1,618,691.84",Information Technology,"2,985,202.00",US9841211033,NYSE,United States,USD,USD,1,GOOG/NYSE_XRX
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Equity,0.16,65.68,"24,215.00","1,590,441.20","1,590,441.20",Information Technology,B1VP7R6,US11133T1034,NYSE,United States,USD,USD,1,GOOG/NYSE_BR
OTEX,OPEN TEXT CORP,Equity,0.16,62.88,"24,847.00","1,562,379.36","1,562,379.36",Information Technology,"2,655,657.00",CA6837151068,NASDAQ,Canada,USD,USD,1,GOOG/NASDAQ_OTEX
ANSS,ANSYS INC,Equity,0.16,86.94,"17,851.00","1,551,965.94","1,551,965.94",Information Technology,"2,045,623.00",US03662Q1058,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_ANSS
VRSN,VERISIGN INC,Equity,0.16,81.48,"19,013.00","1,549,179.24","1,549,179.24",Information Technology,"2,142,922.00",US92343E1029,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_VRSN
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.15,25.46,"59,839.00","1,523,500.94","1,523,500.94",Information Technology,"2,302,232.00",US1273871087,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CDNS
CDW,CDW CORP,Equity,0.15,44.57,"33,373.00","1,487,434.61","1,487,434.61",Information Technology,BBM5MD6,US12514G1085,NASDAQ,United States,USD,USD,1,GOOG/NASDAQ_CDW
